Key
"GERMANY,ASCHAFFENBURG,63742"
"SWEDEN,DALSTORP,514 63"
"POLAND,LODZ,91-210"
"POLAND,ZAGORZ,38-540"
"GERMANY,ASCHAFFENBURG,63741"
"ITALY,VOLPIANO,10088"
"ITALY,SAN MAURO TORINESE,10099"
"ITALY,BRESCIA,25125"
"ITALY,RAVARINO,41017"
"BELGIUM,IZEGEM,8870"
"NETHERLANDS,MOERDIJK,4782"
"AUSTRIA,KREMS AN DER DONAU,3500"
"GERMANY,MARBACH,71672"
"FRANCE,MEYZIEU,69330"
"FRANCE,AUTECHAUX,25110"
"FRANCE,BREBIERES,62117"
"FRANCE,VETRAZ-MONTHOUX,74106"
"GERMANY,ELTERLEIN,9481"
"AUSTRIA,GROSSPETERSDORF,7503"
"HUNGARY,EGER,3300"
"GERMANY,KERPEN,50169"
"CZECH REPUBLIC,POHORELICE,691 23"
"FRANCE,VIVIER AU COURT,8440"
"BELGIUM,ZEDELGEM,8210"
"GERMANY,BARGTEHEIDE,22941"
"DENMARK,RINGSTED,4100"
"CZECH REPUBLIC,DACICE,380 17"
"CZECH REPUBLIC,VELKÁ BÍTEŠ ,59501"
"FRANCE,ISSOIRE,63500"
"POLAND,SOSNOWIEC,41200"
"ITALY,BRESCIA,25135"
"FRANCE,BOGNY-SUR-MEU,8120"
"ITALY,ANZANO DEL PARCO,22040"
"BELGIUM,BRUSSEL,1082"
"NETHERLANDS,ALKMAAR,1812 PP"
"SPAIN,MOTILLA,16200"
"ITALY,BRUINO,10090"
"ITALY,MODENA,41100"
"ITALY,ROMANO DI LOMBARDIA,24058"
"UNITED KINGDOM,COLNE,BB8 7PP"
"UNITED KINGDOM,SHIPLEY,BD17 7JR"
"ITALY,SAN BERNARDO D'IVREA,10090"
"ITALY,RHO,20017"
"ITALY,TORRAZZA PIEMONTE,10037"
"UNITED KINGDOM,BRENTWOOD,CM13 1TB"
"ITALY,LAIVES,39055"
"GERMANY,BADEN-BADEN,76532"
"BELGIUM,IEPER,8900"
"BELGIUM,HARELBEKE,8530"
"BELGIUM,MEULEBEKE,8760"
"GERMANY,SCHWEBHEIM,97525"
"SPAIN,ERMUA-VIZCAYA,48260"
"SPAIN,ERMUA,48260"
"ITALY,ANCONA,60131"
"SPAIN,CASTELLON DE LA PLANA,12003"
"GERMANY,BERLIN,13597"
"GERMANY,NEU-ISENBURG,63263"
"ITALY,GRUGLIASCO,10095"
"ITALY,REZZATO,25086"
"UNITED KINGDOM,BURGESS HILL,RH159TN"
"ITALY,MAPPANO DI CASELLE,10070"
"FRANCE,BOULIEU-LES-ANNONAY,7100"
"GERMANY,BABENHAUSEN,64832"
"POLAND,BOZEPOLE WIELKIE,84-214"
"FRANCE,CHÂTELLERAULT,86100"
"GERMANY,STEMWEDE,32351"
"POLAND,PIASTOW,05-820"
"ITALY,ROBASSOMERO,10070"
"GERMANY,WILSDRUFF,1723"
"UNITED KINGDOM,WINSFORD,CW7 3PZ"
"FRANCE,LE MEUX,60880"
"ITALY,CHIUSANO S. DOMENICO,83040"
"NETHERLANDS,ROERMOND,6045 GG"
"FRANCE,LA LOUPE,28240"
"DENMARK,HORSENS,8700"
"BELGIUM,HOOGLEDE GITS,8830"
"BELGIUM,BERINGEN,3580"
"ITALY,BRICHERASIO,10060"
"BELGIUM,SINT-TRUIDEN,3800"
"ITALY,STATTE,74010"
"ITALY,TARANTO,74123"
"ITALY,ISOLA D'ASTI,14057"
"ITALY,VILLARBASSE,10090"
"ITALY,OFFANENGO,26010"
"ITALY,TERAMO,64100"
"FRANCE,AULNAY BOIS,93618"
"FRANCE,AULNAY SOUS BOIS,93618"
"ITALY,OSTIGLIA,46035"
"ITALY,FARA NOVARESE,28073"
"ITALY,POZZO D'ADDA,20060"
"ITALY,LENO,25024"
"UNITED KINGDOM,LUTON,LU4 9DT"
"ITALY,CASCINE VICA,10090"
"ITALY,CASCINE VICA RIVOLI,10090"
"ITALY,LEINI,10040"
"ITALY,FERENTINO,3013"
"POLAND,LEGNICKIE POLE,59-241"
"ITALY,ASTI,14100"
"FRANCE,CHATILLON SUR INDRE,36700"
"ITALY,MODENA,41122"
"ITALY,MODENA,41123"
"POLAND,MODLNICZKA,32-085"
"ITALY,MONTONE,6014"
"ITALY,SCARPERIA,50038"
"BELGIUM,BEERNEM,8730"
"GERMANY,KARBEN,61184"
"GERMANY,SONTRA,36205"
"POLAND,BIELSKO BIALA,43-300"
"CZECH REPUBLIC,ZASTAVKA U BRNA,664 84"
"GERMANY,SUDERBURG,29556"
"SWEDEN,KVAENUM,535 92"
"GERMANY,ST WENDEL,66606"
"GERMANY,MUDAU,69427"
"GERMANY,LOHMAR,57397"
"GERMANY,KALTENNORDHEIM,36452"
"GERMANY,LUCKENWALDE,14943"
"FRANCE,THIRON GARDAIS,28480"
"FRANCE,LE CHAMBON FEUGEROLLES,42500"
"ITALY,CALVISANO,25012"
"ITALY,CORRIDONIA,62014"
"ITALY,MONTELABBATE,61025"
"ITALY,BEINASCO,10092"
"ITALY,PASSIRANO,25050"
"ITALY,RIVARA,10080"
"ITALY,TORINO,10151"
"ITALY,NICHELINO,10042"
"ITALY,CASSINO,3043"
"FRANCE,FORBACH,57604"
"FRANCE,VRIGNE AUX BOIS,8330"
"GERMANY,GROSS-ROHRHEIM,68649"
"BELGIUM,ST TRUIDEN,3800"
"GERMANY,WIPPERFURTH,51679"
"GERMANY,KRAIBURG,84559"
"GERMANY,HATTINGEN,45527"
"FRANCE,BRIEY CEDEX,54153"
"FRANCE,LE HAVRE CEDEX,76061"
"FRANCE,SAINT BRICE EN COGLES,35460"
"FRANCE,ANDREZIEUX - BOUTHEON CED,42166"
"ITALY,CRESCENTINO,13044"
"ITALY,VENARIA REALE,10078"
"ITALY,CERRO AL LAMBRO,20077"
"GERMANY,HASSFURT,97437"
"GERMANY,ERGERSHEIM,91465"
"GERMANY,SCHORNDORF,73614"
"GERMANY,HALLE,33790"
"GERMANY,LUDWIGSBURG,71636"
"NETHERLANDS,DOETINCHEM,7008 BC"
"NETHERLANDS,ALMERE,1314 AL"
"SPAIN,ELORRIO,48230"
"CZECH REPUBLIC,ROZNOV POD RADHOSTEM,756 61"
"ITALY,CARISIO,13040"
"ITALY,SAN PONSO,10080"
"FRANCE,ANTEUIL,25340"
"ITALY,BUSANO CANAVESE,10080"
"ITALY,AVIGLIANA,10051"
"ITALY,TORINO,10137"
"UNITED KINGDOM,BURNLEY,BB10 2AR"
"ITALY,MONTA D'ALBA,12046"
"UNITED KINGDOM,DERBY,DE21 4AP"
"UNITED KINGDOM,LINCOLN,LN6 7QY"
"UNITED KINGDOM,BEAUMONT LEYS,LE4 2BN"
"ITALY,TREZZO SULL'ADDA,20056"
"ITALY,REGGIO EMILIA,42044"
"UNITED KINGDOM,TORFAEN,NP4 0JJ"
"UNITED KINGDOM,YSTRAD MYNACH,CF82 7RJ"
"ITALY,SAN CARLO CANAVESE,10070"
"UNITED KINGDOM,LEIGHTON BUZZARD,LU7 4TZ"
"ITALY,SAN BENIGNO CANAVESE,10080"
"ITALY,MORCONE,82026"
"GERMANY,HANNOVER,30165"
"BELGIUM,TORHOUT,8820"
"GERMANY,ISMANING,85737"
"GERMANY,HAMBURG,22045"
"UNITED KINGDOM,BRIDLINGTON,YO16 4SJ"
"UNITED KINGDOM,BIRMINGHAM,B24 8TA"
"UNITED KINGDOM,WITNEY,OX28 4BP"
"UNITED KINGDOM,ALTON,GU34 2QG"
"UNITED KINGDOM,HAVANT,PO9 2NB"
"SLOVAKIA,DUBNICA NAD VAHOM,018 41"
"ITALY,S GILLIO,10040"
"ITALY,SAN GILLIO,10040"
"ITALY,VIRLE PIEMONTE,10060"
"UNITED KINGDOM,TELFORD,TF1 6AF"
"GERMANY,MARKDORF,88677"
"GERMANY,FILDERSTADT,70794"
"ITALY,BRANDIZZO,10032"
"UNITED KINGDOM,SHEFFIELD,S26 5PN"
"ITALY,CIRIE,10073"
"ITALY,ALBIATE ,20847"
"ITALY,CARMAGNOLA,10022"
"ITALY,CAPRIE,10040"
"ITALY,FONTANINI,43010"
"UNITED KINGDOM,SUNDERLAND,SR4 9EN"
"BELGIUM,WIELSBEKE,8710"
"FRANCE,WATTRELOS,59150"
"FRANCE,SAINT OUEN,93400"
"ITALY,PROVAGLIO D'ISEO,25050"
"ITALY,CONSELICE,48017"
"ITALY,MONTEVEGLIO,40050"
"ITALY,SAVIGLIANO,12038"
"ITALY,REGGIO EMILIA,42122"
"ITALY,ODERZO,31046"
"ITALY,ROLO,42047"
"ITALY,ORZINUOVI,25034"
"ITALY,REGGIOLO,42046"
"ITALY,BAIRO,10010"
"FRANCE,SAINT MARTIN LE BEAU,37270"
"ITALY,CASATENOVO,23880"
"ITALY,TROFARELLO,10028"
"ITALY,ORBASSANO,10043"
"ITALY,CASTEL DI CASIO,40030"
"GERMANY,KREFELD-GELLEP,47809"
"BELGIUM,ANS,4430"
"BELGIUM,RUISELEDE,8755"
"GERMANY,BUEHL,77813"
"UNITED KINGDOM,NOTTINGHAMSHIRE,NG17 2HW"
"GERMANY,TROISDORF,53840"
"HUNGARY,SZENTGOTTHARD,9970"
"BELGIUM,ROESELARE,8800"
"GERMANY,GROSSPOSTWITZ,2692"
"GERMANY,MECHERSTADT,99880"
"CZECH REPUBLIC,OTROKOVICE,76502"
"NETHERLANDS,DIEMEN,1112 AV"
"GERMANY,PFUNGSTADT,64319"
"FRANCE,HAYBES SUR MEUSE,8170"
"GERMANY,BLOMESCHE WILDNIS,25348"
"GERMANY,KANDEL,76870"
"GERMANY,KASSEL,34123"
"FRANCE,DOMENE,38420"
"FRANCE,NEVERS CEDEX,58004"
"FRANCE,GLOS,14100"
"GERMANY,ESCHWEGE,37269"
"CZECH REPUBLIC,MNICHOVO HRADISTE,295 01"
"BELGIUM,BOOM,2850"
"BELGIUM,EVERGEM,9940"
"FRANCE,VALFRAMBERT,61250"
"NETHERLANDS,OLDENZAAL,7570 AT"
"UNITED KINGDOM,CHESTERFIELD,S42 5UY"
"UNITED KINGDOM,RUGBY,CV23 0PB"
"UNITED KINGDOM,HARLOW,CM19 5FA"
"NETHERLANDS,NIEUWEGEIN,3439NC"
"SLOVAKIA,SENEC,903 01"
"UNITED KINGDOM,ALDRIDGE,WS9 8BG"
"UNITED KINGDOM,EXETER,EX5 2UL"
"UNITED KINGDOM,SOUTH WOODHAM FERRERS,CM3 5UQ"
"FRANCE,BESANCON,25000"
"GERMANY,MAINZ,55129"
"BELGIUM,TIELT,8700"
"GERMANY,SCHWERTE,58239"
"FRANCE,CALUIRE,69300"
"FRANCE,LES HERBIERS,85500"
"UNITED KINGDOM,RUNCORN,WA7 3DT"
"FRANCE,CORMELLES LE ROYAL,14123"
"BELGIUM,VILVOORDE,1800"
"BELGIUM,RONSE,9600"
"BELGIUM,AALST,9300"
"GERMANY,KREUZTAL,57223"
"FINLAND,LAITILA,23801"
"CZECH REPUBLIC,ODRY,742 35"
"CZECH REPUBLIC,BELOTIN,753 64"
"GERMANY,HAMBURG,22339"
"SPAIN,SESENA NUEVO,45224"
"GERMANY,KOETZ,89359"
"FINLAND,TAMPERE,33331"
"SWEDEN,LJUNGSARP,514 55"
"SLOVAKIA,MYJAVA,90701"
"POLAND,BIELSKA 1B,09-412"
"FRANCE,MAREUIL SUR LAY,85320"
"BELGIUM,MOORSELE,8560"
"BELGIUM,LEMBEEK - HALLE,1502"
"GERMANY,MAINTAL,63477"
"ITALY,JESI,60035"
"ITALY,MONTALE,29100"
"ITALY,MILANO,20052"
"ITALY,SCANZOROSCIATE,24020"
"ITALY,PIANCAMUNO,25050"
"ITALY,MIRABELLO MONFERRATO,15040"
"ITALY,LAINATE,20020"
"ITALY,MONZAMBANO,46040"
"ITALY,MONTA',12046"
"ITALY,GERBOLE DI VOLVERA,10040"
"ITALY,DRUENTO,10040"
"ITALY,LUSIGLIE,10080"
"ITALY,COGOZZO DI VILLA CARCINA,25069"
"ITALY,ARZANO,80022"
"ITALY,MIGNANO MONTELUNGO,81049"
"ITALY,ROVERETO,38068"
"AUSTRIA,SAINT ANDRAE WOERDERN,3423"
"FRANCE,LA ROCHE SUR YON,85000"
"ITALY,CARPENEDOLO,25013"
"NETHERLANDS,BREDA,4823 AE"
"POLAND,POZNAN,60-003"
"FRANCE,ROSULT,59230"
"ITALY,SCHIO,36015"
"POLAND,KUTNO,99-300"
"FRANCE,ROMANS,26106"
"GERMANY,SCHROBENHAUSEN,86529"
"GERMANY,BIETIGHEIM-BISSINGEN,74321"
"GERMANY,MINDEN,32423"
"GERMANY,BIETIGHEIM-BISSINGEN 1,74321"
"GERMANY,NEUKIRCHEN,66538"
"FRANCE,ST PIERRE DE VARENGEVILLE,76480"
"SPAIN,CASLADA,28821"
"NETHERLANDS,ERMELO,3851 SK"
"NETHERLANDS,MH BOLSWARD,8701 PT"
"POLAND,LEGNICA,59-220"
"POLAND,ZDUNSKA WOLA,98-220"
"ITALY,CASCINE VICA - RIVOLI,10090"
"GERMANY,ESSLINGEN,73730"
"GERMANY,WIEHL,51674"
"POLAND,RADOM,26-600"
"ITALY,LEGNAGO,37045"
"ITALY,CASTEL SAN PIETRO TERME,40024"
"ITALY,FUSIGNANO,48034"
"ITALY,SALASSA CANAVESE,10080"
"ITALY,AGRATE BRIANZA,20864"
"ITALY,BELLUSCO,20040"
"ITALY,MILANO,20127"
"ITALY,UBOLDO,21040"
"ITALY,ALMISANO,36045"
"ITALY,CERNUSCO LOMBARDONE,23870"
"BELGIUM,DESTELDONK,9042"
"BELGIUM,WILRIJK,2610"
"ITALY,MONSANO,60030"
"ITALY,LA LOGGIA,10040"
"ITALY,CAMPOGALLIANO,41011"
"ITALY,CASARILE,20080"
"ITALY,MONTECCHIO,42027"
"ITALY,LURANO,24050"
"ITALY,RIVALTA DI TORINO,10100"
"ITALY,VICENZA,36100"
"ITALY,ARNAD,11020"
"ITALY,ROSETO DEGLI ABRUZZI,64026"
"UNITED KINGDOM,POWYS,LD3 8LA"
"UNITED KINGDOM,IPSWICH,IP3 9RR"
"FRANCE,ELANCOURT CEDEX,78996"
"BELGIUM,HOOGLEDE,8830"
"GERMANY,ULM-ENSINGEN,89079"
"GERMANY,ALPEN,46519"
"ITALY,BOLOGNA,40131"
"ITALY,CENTO (FE),44042"
"ITALY,VALFENERA,14017"
"ITALY,MONCALIERI,10024"
"ITALY,CARDANO AL CAMPO,21010"
"ITALY,GONZAGA,46023"
"ITALY,CALDERARA DI RENO,40012"
"ITALY,SANTHIA,13048"
"ITALY,SUZZARA,46029"
"ITALY,COLOGNE BRESCIANO,25033"
"GERMANY,VOELKLINGEN,66333"
"ITALY,CASTELMELLA,25030"
"ITALY,BRINDISI,72100"
"POLAND,CZESTOCHOWA,42-200"
"ITALY,FELETTO CANAVESE,10080"
"FRANCE,CAEN,14000"
"ITALY,SOZZIGALLI SOLIERA,41019"
"ITALY,SETTIMO TORINESE,10036"
"ITALY,POGGIO RENATICO,44028"
"ITALY,VINOVO,10048"
"ITALY,FARAGERA D'ADDA,24045"
"ITALY,SOMMARIVA PERNO,12040"
"ITALY,RIVARA CANAVESE,10080"
"ITALY,BIANZE',13041"
"ITALY,UMBERTIDE,6019"
"FRANCE,FONTAINE,90150"
"ITALY,S ANTONINO DI SUSA,10050"
"ITALY,SARONNO,21047"
"GERMANY,FREINHAUSEN,86558"
"FRANCE,ST-LEGER SOUS CHOLET,49280"
"ITALY,SAN GIORGIO CANAVESE,10090"
"ITALY,CRESPELLANO,40056"
"ITALY,RIVOLI,10098"
"ITALY,CASTELMAGGIORE,40013"
"ITALY,RIVALTA DI TORINO,10040"
"ITALY,PORRETTA TERME,40046"
"ITALY,RIVALTA,10043"
"ITALY,MINERVINO MURGE,70055"
"GERMANY,LORSCH,64653"
"SPAIN,HOSTALRIC,17450"
"ITALY,FABBRICO,42042"
"ITALY,SAN CESARIO,41018"
"ITALY,CUNEO,12100"
"ITALY,TORINO,10148"
"ITALY,DRONERO,12025"
"ITALY,SAN MARTINO ALFIERI,14010"
"ITALY,NOVELLARA,42017"
"ITALY,FORNO CANAVESE,10048"
"CZECH REPUBLIC,VYSOKE MYTO,566 01"
"ITALY,PERO,20016"
"ITALY,RIVALTA,10040"
"GERMANY,LOENINGEN,49624"
"UNITED KINGDOM,NORTH KIDDERMINSTER,DY10 3SD"
"GERMANY,MERKERS,36460"
"POLAND,SKEPE,87-630"
"POLAND,SWARZEDZ,62-020"
"GERMANY,HORB,72160"
"ITALY,PRATO DI CORREGGIO (RE),42015"
"ITALY,MONTECCHIO EMILIA,42027"
"ITALY,MEDICINA,40059"
"ITALY,ARSEGO,35010"
"ITALY,CASCINE VICA -RIVOLI,10090"
"ITALY,BENI COMUNALI CREVALCORE,40014"
"ITALY,CODOGNO,26845"
"ITALY,NIBBIOLA,28070"
"ITALY,FIANO,10070"
"ITALY,FORNO CANAVESE,10084"
"ITALY,SANTENA,10026"
"GERMANY,SCHWEINFURT,97424"
"ITALY,SANT'ANTONIO-PAVULLO,41026"
"GERMANY,PENZBERG,82377"
"GERMANY,WIESBADEN,65201"
"GERMANY,GAERTINGEN,71116"
"FRANCE,MAROLLES,51300"
"FRANCE,DECINES-CHARPIEU,69150"
"FRANCE,VILLIEU LOYE MOLLON,1800"
"POLAND,NOWA DEBA,39-460"
"GERMANY,NEU ULM,89231"
"GERMANY,SINGEN,78224"
"NETHERLANDS,NL SCHIPHOL- RIJK,1119"
"ITALY,GAVARDO,25085"
"ITALY,BRISSAGO,21030"
"ITALY,LIMENA,35010"
"BELGIUM,MERCHTEM,1785"
"ITALY,LEMIGNANO DI COLLECCHIO,43044"
"FRANCE,SAINT DIZIER,52100"
"ITALY,CARPI,41012"
"BELGIUM,ZWIJNDRECHT,2070"
"ITALY,MILANO,20124"
"GERMANY,FRIEDBERG/ BAYERN,86316"
"FRANCE,LORIOL,26270"
"FRANCE,GEVIGNEY MERCEY,70500"
"ITALY,CAROBBIO DEGLI ANGELI,24060"
"ITALY,MOIE DI MAIOLATI SPONTINI,60030"
"BELGIUM,HASSELT,3500"
"UNITED KINGDOM,SUTTON,SM3 9BW"
"ITALY,CARESANABLOT,13030"
"NETHERLANDS,ENS,8307 DE"
"ITALY,LECCE,73100"
"FRANCE,SAINT VICTOR,3410"
"BELGIUM,ZONNEBEKE,8980"
"POLAND,STARACHOWICE,27-200"
"GERMANY,BIELEFELD,33649"
"GERMANY,WETTER,58300"
"FRANCE,S-HEERENBERG,37305"
"CZECH REPUBLIC,ZELEZNY BROD,46822"
"UNITED KINGDOM,BROUGH,HU15 1EG"
"SPAIN,VITORIA,1013"
"GERMANY,ESSEN,45143"
"ITALY,PIACENZA,29100"
"UNITED KINGDOM,GATESHEAD,NE11 0JX"
"ITALY,RIVALTA DI TORINO,10043"
"ITALY,NOVA MILANESE,20834"
"UNITED KINGDOM,DARTFORD,DA1 1JD"
"UNITED KINGDOM,ALTON, HAMPSHIRE,GU34 2QG"
"ITALY,VERCELLI,13048"
"ITALY,BARI MODUGNO,70123"
"NETHERLANDS,VEENENDAAL,3903 LV"
"AUSTRIA,PURGSTALL,3251"
"CZECH REPUBLIC,VYSOKE MYTO,56601"
"ITALY,COCCAGLIO,25030"
"ITALY,CAMPIGLIONE FENILE,10060"
"ITALY,ARGELATO,40050"
"SPAIN,GETAFE,28906"
"ITALY,RUFFANO,73049"
"POLAND,LUBAN SLASKI,59-800"
"FRANCE,PONTARLIER,25300"
"ITALY,COLOGNE,25033"
"ITALY,TRICASE,73039"
"ITALY,CASTELNUOVO CALCEA,14040"
"ITALY,REGGIO EMILIA,42100"
"ITALY,BIBBIANO,42021"
"ITALY,CASTEL GUELFO DI BOLOGNA,40023"
"SPAIN,FUENLABRADA,28946"
"ITALY,OSASIO,10100"
"FRANCE,LE MANS,72000"
"ITALY,ALBANO SANT ALESSANDRO,14057"
"ITALY,BENTIVOGLIO,40010"
"SPAIN,RIPOLLET,8291"
"FRANCE,CUGAND,85610"
"UNITED KINGDOM,SALISBURY,SP2 7HP"
"ITALY,FRASSINORO,41044"
"AUSTRIA,VÖCKLAMARKT,4870"
"POLAND,SIERPC,09-200"
"GERMANY,BROISTEDT,38268"
"GERMANY,OEHRINGEN,74613"
"GERMANY,ROSENHEIM,83026"
"GERMANY,NIEDERAICHBACH,84100"
"BELGIUM,BRUSSEL (ANDERLECHT),1070"
"AUSTRIA,PASCHING,4066"
"FRANCE,SARCELLES,95500"
"ITALY,BRUGHERIO,20047"
"ITALY,BOSISIO PARINI,23842"
"ITALY,SALE MARASINO,25057"
"ITALY,FRAZ. TETTI CAGLIERI-VINO,10048"
"ITALY,CORINALDO,60013"
"ITALY,NIBBIA,28060"
"ITALY,RIVOLI VERONESE,37010"
"ITALY,COGOZZO DI VILLA CARCINA,25060"
"ITALY,VALPERGA CANAVESE,10087"
"ITALY,NOGAROLE ROCCA,37060"
"GERMANY,AMBERG,92224"
"GERMANY,BONN,53229"
"FRANCE,CHAMBERY,73000"
"AUSTRIA,KEMATEN,4633"
"GERMANY,SPEYER,67346"
"GERMANY,SCCHROBENHAUSEN,86529"
"FRANCE,VIERZON CEDEX,18102"
"AUSTRIA,KRONSTORF,4484"
"SPAIN,VILLABONA,20150"
"CZECH REPUBLIC,TRUTNOV,541 03"
"ITALY,BERLINGO,25030"
"ITALY,MINERBE (VR),37046"
"ITALY,CHIETI SCALO,66100"
"ITALY,CASTEL MAGGIORE,40013"
